MeasureTime,Rel. Humidity%,Air TemperatureF,Surface TemperatureF,Wind Speed (act)mph,Precipitation Intensityin/h,Saline Concentration%,Friction,Ice Percent%,Station_name,County,Latitude,Longitude,AirTempForecast_1hr,HumidityForecast_1hr,WindVelocityForecast_1hr,PrecipitationForecast_1hr,AirTempForecast_2hr,HumidityForecast_2hr,WindVelocityForecast_2hr,PrecipitationForecast_2hr,AirTempForecast_3hr,HumidityForecast_3hr,WindVelocityForecast_3hr,PrecipitationForecast_3hr,AirTempForecast_4hr,HumidityForecast_4hr,WindVelocityForecast_4hr,PrecipitationForecast_4hr,AirTempForecast_5hr,HumidityForecast_5hr,WindVelocityForecast_5hr,PrecipitationForecast_5hr,AirTempForecast_6hr,HumidityForecast_6hr,WindVelocityForecast_6hr,PrecipitationForecast_6hr,AirTempForecast_7hr,HumidityForecast_7hr,WindVelocityForecast_7hr,PrecipitationForecast_7hr,AirTempForecast_8hr,HumidityForecast_8hr,WindVelocityForecast_8hr,PrecipitationForecast_8hr,AirTempForecast_9hr,HumidityForecast_9hr,WindVelocityForecast_9hr,PrecipitationForecast_9hr,AirTempForecast_10hr,HumidityForecast_10hr,WindVelocityForecast_10hr,PrecipitationForecast_10hr,AirTempForecast_11hr,HumidityForecast_11hr,WindVelocityForecast_11hr,PrecipitationForecast_11hr,AirTempForecast_12hr,HumidityForecast_12hr,WindVelocityForecast_12hr,PrecipitationForecast_12hr,AirTempForecast_13hr,HumidityForecast_13hr,WindVelocityForecast_13hr,PrecipitationForecast_13hr,AirTempForecast_14hr,HumidityForecast_14hr,WindVelocityForecast_14hr,PrecipitationForecast_14hr,AirTempForecast_15hr,HumidityForecast_15hr,WindVelocityForecast_15hr,PrecipitationForecast_15hr,AirTempForecast_16hr,HumidityForecast_16hr,WindVelocityForecast_16hr,PrecipitationForecast_16hr,AirTempForecast_17hr,HumidityForecast_17hr,WindVelocityForecast_17hr,PrecipitationForecast_17hr,AirTempForecast_18hr,HumidityForecast_18hr,WindVelocityForecast_18hr,PrecipitationForecast_18hr,AirTempForecast_19hr,HumidityForecast_19hr,WindVelocityForecast_19hr,PrecipitationForecast_19hr,AirTempForecast_20hr,HumidityForecast_20hr,WindVelocityForecast_20hr,PrecipitationForecast_20hr,AirTempForecast_21hr,HumidityForecast_21hr,WindVelocityForecast_21hr,PrecipitationForecast_21hr,AirTempForecast_22hr,HumidityForecast_22hr,WindVelocityForecast_22hr,PrecipitationForecast_22hr,AirTempForecast_23hr,HumidityForecast_23hr,WindVelocityForecast_23hr,PrecipitationForecast_23hr,AirTempForecast_24hr,HumidityForecast_24hr,WindVelocityForecast_24hr,PrecipitationForecast_24hr
2023-01-01 05:01:00+00:00,91.161171,30.039492,30.985348,5.077908,0.023622,0.910585,0.432342,54.494061,Appleton,Winnebago,44.21866,-88.47333,32.097561,95.101707,7.369936,0.0,33.236652,93.778275,6.386527,0.0,33.517879,91.976585,6.525975,0.0,33.926601,91.936272,3.541795,0.0,33.622875,92.960457,0.92469,0.0,33.622875,92.960457,0.92469,0.0,33.616779,92.904099,2.728065,0.0,33.624485,94.455864,6.414051,0.0,33.625896,94.317345,5.407923,0.0,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0
2023-01-01 06:01:00+00:00,95.101707,32.097561,30.972359,7.369936,0.0,0.651801,0.345404,67.426842,Appleton,Winnebago,44.21866,-88.47333,33.236652,93.778275,6.386527,0.0,33.517879,91.976585,6.525975,0.0,33.926601,91.936272,3.541795,0.0,33.622875,92.960457,0.92469,0.0,33.622875,92.960457,0.92469,0.0,33.616779,92.904099,2.728065,0.0,33.624485,94.455864,6.414051,0.0,33.625896,94.317345,5.407923,0.0,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0
2023-01-01 07:01:00+00:00,93.778275,33.236652,31.140736,6.386527,0.0,0.846381,0.41432,57.699337,Appleton,Winnebago,44.21866,-88.47333,33.517879,91.976585,6.525975,0.0,33.926601,91.936272,3.541795,0.0,33.622875,92.960457,0.92469,0.0,33.622875,92.960457,0.92469,0.0,33.616779,92.904099,2.728065,0.0,33.624485,94.455864,6.414051,0.0,33.625896,94.317345,5.407923,0.0,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0
2023-01-01 08:01:00+00:00,91.976585,33.517879,31.440832,6.525975,0.0,0.73201,0.382728,63.409828,Appleton,Winnebago,44.21866,-88.47333,33.926601,91.936272,3.541795,0.0,33.622875,92.960457,0.92469,0.0,33.622875,92.960457,0.92469,0.0,33.616779,92.904099,2.728065,0.0,33.624485,94.455864,6.414051,0.0,33.625896,94.317345,5.407923,0.0,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0
2023-01-01 09:01:00+00:00,91.936272,33.926601,31.928009,3.541795,0.0,1.269266,0.573589,36.539021,Appleton,Winnebago,44.21866,-88.47333,33.622875,92.960457,0.92469,0.0,33.622875,92.960457,0.92469,0.0,33.616779,92.904099,2.728065,0.0,33.624485,94.455864,6.414051,0.0,33.625896,94.317345,5.407923,0.0,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0
2023-01-01 10:00:00+00:00,92.960457,33.622875,32.16584,0.92469,0.0,1.373096,0.801889,0.0,Appleton,Winnebago,44.21866,-88.47333,33.622875,92.960457,0.92469,0.0,33.616779,92.904099,2.728065,0.0,33.624485,94.455864,6.414051,0.0,33.625896,94.317345,5.407923,0.0,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0
2023-01-01 10:00:00+00:00,92.960457,33.622875,32.16584,0.92469,0.0,1.373096,0.801889,0.0,Appleton,Winnebago,44.21866,-88.47333,33.616779,92.904099,2.728065,0.0,33.624485,94.455864,6.414051,0.0,33.625896,94.317345,5.407923,0.0,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0
2023-01-01 11:01:00+00:00,92.904099,33.616779,32.33353,2.728065,0.0,1.108705,0.797861,0.0,Appleton,Winnebago,44.21866,-88.47333,33.624485,94.455864,6.414051,0.0,33.625896,94.317345,5.407923,0.0,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0
2023-01-01 12:01:00+00:00,94.455864,33.624485,32.417072,6.414051,0.0,1.395015,0.806925,0.0,Appleton,Winnebago,44.21866,-88.47333,33.625896,94.317345,5.407923,0.0,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0
2023-01-01 13:01:00+00:00,94.317345,33.625896,32.395103,5.407923,0.0,1.833783,0.791482,0.0,Appleton,Winnebago,44.21866,-88.47333,33.500824,94.101364,7.378055,0.0,33.500824,94.101364,7.378055,0.0,33.641441,92.908363,6.484756,0.0,33.993973,91.424133,10.551881,0.0,34.870903,84.942764,11.427472,0.0,35.571087,83.146217,11.430708,0.0,35.571087,83.146217,11.430708,0.0,36.397129,80.279579,6.960627,0.0,38.274784,76.307396,10.698402,0.0,39.941944,73.289894,7.995631,0.0,40.733772,71.121475,9.541435,0.0,39.345066,74.629623,3.437834,0.0,37.550598,78.763603,6.843354,0.0,37.131317,78.484261,3.567916,0.0,37.131317,78.484261,3.567916,0.0,36.398994,79.301056,6.096616,0.0,36.398994,79.301056,6.096616,0.0,35.502926,80.715851,3.002008,0.0,35.502926,80.715851,3.002008,0.0,35.922878,77.655502,3.798708,0.0,35.231701,77.988831,2.966496,0.0,35.231701,77.988831,2.966496,0.0,34.114067,79.585213,5.364053,0.0,32.452213,80.255356,4.124326,0.0
